time(s),rem_pkt,rem_bytes,q_pkt,q_bytes,q_ms, lost, est-bw(kbps),txed(kbps),rxed(kbps),topo(kbps), corr,vbw,obw, wnd_qdelay,wnd_mrange,qdelay,vqdelay,xqdelay,ma(XQ),target,qdFract,brFract,xqFract,incr(ms),status,evt,target(kbps)
0.296923,3,1140,0,0,0,0,474,394,474,2000,0.0,527,527,0,0,0,0,0.0,0.0,50,0,1.20337,0.0,0,0,0,150
0.396891,2,623,0,0,0,0,474,91,91,2000,0.0,527,527,0,0,0,0,0.0,0.0,50,0,1.16516,0.0,0,0,0,151
0.496875,3,1970,0,0,0,0,474,49,49,2000,0.0,527,527,0,0,0,0,0.0,0.0,50,0,1.14978,0.0,0,0,0,152
0.596891,3,2012,0,0,0,0,441,157,157,2000,0.188982,490,490,0,1,1,0,-12.0,0.0,50,0.02,1.1157,0.0,0,0,0,153
0.696891,2,1508,0,0,0,0,411,160,160,2000,0.0,457,457,0,1,0,0,0.0,0.0,50,0,1,0.0,0,0,0,153
0.796875,3,2313,0,0,0,0,411,120,120,2000,1.0,457,457,0,2,2,0,-12.0,0.0,50,0.04,1,0.0,0,0,0,154
0.896891,2,1547,0,0,0,0,386,185,185,2000,0.866025,429,429,0,3,3,0,-10.0,0.0,50,0.06,1,0.0,0,0,0,155
0.996875,3,2482,0,0,0,0,386,123,123,2000,1.0,429,429,0,3,2,0,-10.0,0.0,50,0.04,1,0.0,0,0,0,156
1.09689,3,2753,0,0,0,0,366,198,198,2000,0.944911,406,406,0,3,2,0,-17.0,0.0,50,0.04,1,0.0,0,0,0,156
1.19687,6,3744,0,0,0,0,366,140,140,2000,nan,406,406,0,3,3,0,-12.0,0.0,50,0.06,1,0.0,0,0,0,157
1.29691,2,1509,0,0,0,0,356,299,299,2000,0.0,396,396,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,158
1.39687,4,2834,0,0,0,0,356,120,120,2000,nan,396,396,0,3,3,0,-13.0,0.0,50,0.06,1,0.0,0,0,0,159
1.49689,2,1332,0,0,0,0,341,226,226,2000,0.0,379,379,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,160
1.59687,3,2496,0,0,0,0,316,180,106,2000,1.0,351,351,0,3,1,1,-20.0,0.0,50,0.02,0.924069,0.0,0,0,0,160
1.69689,3,2297,0,0,0,0,303,199,199,2000,0.944911,336,336,0,3,2,0,-12.0,0.0,50,0.04,0.898999,0.0,0,0,0,161
1.79689,2,1513,0,0,0,0,289,183,183,2000,0.576557,321,321,0,3,2,0,-18.0,0.0,50,0.04,0.919375,0.0,0,0,0,162
1.89687,3,2226,0,0,0,0,289,121,121,2000,1.0,321,321,0,3,2,0,-16.0,0.0,50,0.04,0.892707,0.0,0,0,0,163
1.99689,3,2746,0,0,0,0,276,178,178,2000,0.866025,307,307,0,3,2,0,-15.0,0.0,50,0.04,1,0.0,0,0,0,164
2.09689,3,1793,0,0,0,0,268,219,219,2000,nan,398,298,0,3,3,0,-17.0,0.0,50,0.06,1,0.0,501,0,0,164
2.19689,3,2189,0,0,0,0,268,143,143,2000,0.0,298,298,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,165
2.29687,3,1270,0,0,0,0,268,126,126,2000,1.0,298,298,0,3,3,3,-20.0,0.0,50,0.06,1,0.0,0,0,0,166
2.39689,4,2792,0,0,0,0,268,101,101,2000,0.777714,298,298,0,3,1,0,-11.0,0.0,50,0.02,1,0.0,0,0,0,167
2.49689,3,1504,0,0,0,0,261,223,223,2000,0.0,290,290,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,168
2.59689,3,2563,0,0,0,0,261,120,120,2000,0.0,290,290,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,169
2.69689,2,1856,0,0,0,0,254,205,205,2000,0.866025,382,282,0,3,2,0,-16.0,0.0,50,0.04,1,0.0,0,0,0,169
2.79687,3,1721,0,0,0,0,254,148,148,2000,1.0,382,282,0,3,3,0,-17.0,0.0,50,0.06,1,0.0,0,0,0,170
2.89689,3,2313,0,0,0,0,254,137,137,2000,0.981981,282,282,0,3,1,1,-20.0,0.0,50,0.02,1,0.0,0,0,0,171
2.99689,2,1571,0,0,0,0,245,185,185,2000,0.981981,272,272,0,3,3,3,-20.0,0.0,50,0.06,1,0.0,0,0,0,172
3.09687,3,2083,0,0,0,0,245,125,125,2000,1.0,372,272,0,3,2,0,-17.0,0.0,50,0.04,1,0.0,0,0,0,173
3.19689,3,1994,0,0,0,0,245,166,166,2000,0.981981,272,272,0,3,1,0,-13.0,0.0,50,0.02,1,0.0,503,0,0,174
3.29689,3,1962,0,0,0,0,245,159,159,2000,0.0,272,272,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,175
3.39687,3,2386,0,0,0,0,245,107,107,2000,nan,272,272,0,3,2,0,-17.0,0.0,50,0.04,1,0.0,0,0,0,175
3.49689,4,2761,0,0,0,0,237,190,190,2000,1.0,364,264,0,3,2,1,-19.0,0.0,50,0.04,1,0.0,0,0,0,176
3.59689,3,2657,0,0,0,0,227,220,146,2000,0.0,252,252,0,3,0,0,0.0,0.0,50,0,0.890774,0.0,0,0,0,177
3.69689,2,1789,0,0,0,0,223,212,212,2000,nan,348,248,0,4,4,0,-14.0,0.0,50,0.08,0.916816,0.0,0,0,0,178
3.79687,4,3069,0,0,0,0,223,143,143,2000,nan,348,248,0,4,4,0,-16.0,0.0,50,0.08,0.915257,0.0,0,0,0,179
3.89689,3,2836,0,0,0,0,223,175,175,2000,0.894295,248,248,0,4,3,0,-14.0,0.0,50,0.06,0.901393,0.0,0,0,0,180
3.99689,4,2362,0,0,0,0,221,226,226,2000,0.5,346,246,0,5,5,3,-18.0,0.0,50,0.1,0.924246,0.0,0,0,0,181
4.09689,2,1612,0,0,0,0,216,188,188,2000,0.986928,340,240,0,5,1,1,-20.0,0.0,50,0.02,1,0.0,0,2,2,416
4.19687,9,7398,0,0,0,0,216,128,128,2000,nan,340,240,0,5,4,1,-17.0,0.0,50,0.08,1,0.0,500,0,5,216
4.29692,8,6825,0,0,0,0,241,591,511,2000,0.260105,567,267,0,5,1,0,-16.0,0.0,50,0.02,0.929617,0.0,603,0,0,217
4.39692,6,4818,0,0,0,0,258,386,466,2000,0.281191,487,287,0,5,1,0,-19.0,0.0,50,0.02,1,0.0,700,2,2,458
4.49691,4,2883,0,0,0,0,258,385,385,2000,0.700413,387,287,0,5,3,0,-8.0,0.0,50,0.06,1,0.0,801,0,5,258
4.59689,4,3033,0,0,0,0,258,230,230,2000,0.0185281,287,287,0,5,3,2,-19.0,0.0,50,0.06,1,0.0,901,2,2,458
